STNAME,CTYNAME,POPESTIMATE2020,POPESTIMATE2021,POPESTIMATE2022,POPESTIMATE2023
Maine,Hancock County,55511,56355,56549,56526
Maine,Kennebec County,124712,125752,126535,127259
Maine,Knox County,40654,41069,41179,40977
Maine,Lincoln County,35263,36024,36285,36507
Maine,Oxford County,57898,58692,59458,59905
Maine,Penobscot County,152169,153359,154728,155312
Maine,Piscataquis County,16808,17217,17403,17486
Maine,Sagadahoc County,36732,37170,37372,37513
Maine,Somerset County,50473,50782,51118,51302
Maine,Waldo County,39658,39978,40255,40620
Maine,Washington County,31088,31192,31527,31555
Maine,York County,212260,215025,216950,218586
Maryland,Allegany County,67960,67687,67266,67273
Maryland,Anne Arundel County,589106,592085,593347,594582
Maryland,Baltimore County,853387,850691,845986,844703
Maryland,Calvert County,92915,94233,94559,94728
Maryland,Caroline County,33270,33429,33427,33593
Maryland,Carroll County,172941,174313,175472,176639
Maryland,Cecil County,103800,104056,104870,105672
Maryland,Charles County,166741,168927,170111,171973
Maryland,Dorchester County,32530,32594,32583,32879
Maryland,Frederick County,272786,280647,287540,293391
Maryland,Garrett County,28798,28758,28588,28423
Maryland,Harford County,261230,263302,263815,264644
Maryland,Howard County,332814,335328,335366,336001
Maryland,Kent County,19120,19244,19295,19303
Maryland,Montgomery County,1060904,1056193,1053067,1058474
Maryland,Prince George's County,965365,956451,946980,947430
Maryland,Queen Anne's County,50033,50922,51720,52508
Maryland,St. Mary's County,113999,114650,114783,115281
Maryland,Somerset County,24561,24546,24608,24910
Maryland,Talbot County,37488,37756,37814,37823
Maryland,Washington County,154697,155143,155257,155813
Maryland,Wicomico County,103565,104114,104486,104800
Maryland,Worcester County,52522,53398,53934,54171
Maryland,Baltimore city,583157,576578,569107,565239
Massachusetts,Barnstable County,228012,232315,232078,231735
Massachusetts,Berkshire County,128619,128376,127547,126818
Massachusetts,Bristol County,576772,579756,579744,581841
Massachusetts,Dukes County,20593,21127,20962,20819
Massachusetts,Essex County,807791,807360,806499,810089
Massachusetts,Franklin County,70923,70991,70995,70836
Massachusetts,Hampden County,464311,462862,460758,460291
Massachusetts,Hampshire County,146616,163128,162518,162502
Massachusetts,Middlesex County,1628235,1617262,1616794,1623952
Massachusetts,Nantucket County,14237,14506,14443,14444
Massachusetts,Norfolk County,724554,724471,725469,727473
Massachusetts,Plymouth County,530200,533059,533248,535308
Massachusetts,Suffolk County,797181,774514,768812,768425
Massachusetts,Worcester County,859669,862224,862873,866866
Michigan,Alcona County,10192,10295,10397,10489
Michigan,Alger County,8842,8774,8773,8757
Michigan,Allegan County,120669,121068,121290,121939
Michigan,Alpena County,28886,28939,28833,28904
Michigan,Antrim County,23458,23879,24265,24409
Michigan,Arenac County,15001,15016,15123,15145
Michigan,Baraga County,8142,8286,8283,8310
Michigan,Barry County,62598,63141,63402,63808
Michigan,Bay County,103742,103108,102638,102500
Michigan,Benzie County,17990,18237,18327,18441
Michigan,Berrien County,154197,153352,152835,152261
Michigan,Branch County,44884,45215,44502,45215
Michigan,Calhoun County,134200,133878,133424,133366
Michigan,Cass County,51559,51527,51477,51642
Michigan,Charlevoix County,26041,26199,26173,26159
Michigan,Cheboygan County,25587,25754,25964,26048
Michigan,Chippewa County,36787,35849,36207,36264
Michigan,Clare County,30843,31131,31307,31316
Michigan,Clinton County,79170,79464,79652,79720
Michigan,Crawford County,12992,13277,13434,13538
Michigan,Delta County,36870,36825,36781,36790
Michigan,Dickinson County,25904,25819,25943,25982
Michigan,Eaton County,109175,108908,108854,108820
Michigan,Emmet County,34113,34297,34215,34123
Michigan,Genesee County,405777,404627,401923,401522
Michigan,Gladwin County,25378,25475,25621,25853
Michigan,Gogebic County,14346,14367,14377,14224
Michigan,Grand Traverse County,95425,95969,96298,96421
Michigan,Gratiot County,41683,41286,41104,41368
Michigan,Hillsdale County,45731,45625,45735,45587
Michigan,Houghton County,37237,37507,37160,37599
Michigan,Huron County,31364,31307,31145,30927
Michigan,Ingham County,284675,271224,283477,284637
Michigan,Ionia County,66870,66823,66836,66262
Michigan,Iosco County,25184,25350,25473,25373
Michigan,Iron County,11634,11610,11705,11740
Michigan,Isabella County,64518,64248,64366,64118
Michigan,Jackson County,160231,160162,159758,159424
Michigan,Kalamazoo County,261796,260523,260892,262215
Michigan,Kalkaska County,17931,17994,18244,18490
Michigan,Kent County,658492,658852,658920,661354
Michigan,Keweenaw County,2060,2108,2155,2172
Michigan,Lake County,12094,12274,12651,12734
Michigan,Lapeer County,88583,88662,88632,88977
Michigan,Leelanau County,22308,22627,22883,23019
Michigan,Lenawee County,99325,99100,98280,97520
Michigan,Livingston County,193968,195333,196134,196757
Michigan,Luce County,6412,5977,6274,6435
Michigan,Mackinac County,10816,10907,10962,10851
Michigan,Macomb County,880238,877646,874235,875101
Michigan,Manistee County,25066,25328,25365,25562
Michigan,Marquette County,66012,65739,66548,66999
Michigan,Mason County,29033,29339,29318,29159
Michigan,Mecosta County,39790,40048,40782,41099
Michigan,Menominee County,23451,23317,23225,22945
Michigan,Midland County,83478,83479,83762,84039
Michigan,Missaukee County,15065,15173,15232,15311
Michigan,Monroe County,154896,155534,155235,155045
Michigan,Montcalm County,66635,67320,67209,68154
Michigan,Montmorency County,9170,9302,9557,9678
Michigan,Muskegon County,174784,175550,175539,176564
Michigan,Newaygo County,50111,50413,50728,51108
Michigan,Oakland County,1272493,1272630,1271025,1270426
Michigan,Oceana County,26712,26860,26920,26981
Michigan,Ogemaw County,20780,20774,20919,20990
Michigan,Ontonagon County,5804,5870,5921,5906
Michigan,Osceola County,22909,23196,23279,23330
Michigan,Oscoda County,8235,8320,8391,8545
Michigan,Otsego County,25133,25324,25561,25747
Michigan,Ottawa County,296907,298393,300918,303372
Michigan,Presque Isle County,13005,13172,13343,13285
Michigan,Roscommon County,23472,23653,23682,23863
Michigan,Saginaw County,189882,189516,188373,187782
Michigan,St. Clair County,160380,160205,159668,159874
Michigan,St. Joseph County,60941,60844,60778,60878
Michigan,Sanilac County,40499,40528,40482,40368
Michigan,Schoolcraft County,8057,8048,8174,8149
Michigan,Shiawassee County,68010,67991,67967,68025
Michigan,Tuscola County,53312,53034,52908,52826
Michigan,Van Buren County,75574,75678,75669,75798
Michigan,Washtenaw County,371834,365013,366504,365536
Michigan,Wayne County,1789586,1774807,1758942,1751169
Michigan,Wexford County,33693,33898,34018,34122
Minnesota,Aitkin County,15722,15957,16142,16102
Minnesota,Anoka County,364499,367802,369108,372441
Minnesota,Becker County,35193,35336,35363,35283
Minnesota,Beltrami County,46255,46481,46511,46718
Minnesota,Benton County,41355,41533,41509,41600
Minnesota,Big Stone County,5158,5167,5149,5105
Minnesota,Blue Earth County,69204,69380,69603,70006
Minnesota,Brown County,25914,25899,25762,25628
Minnesota,Carlton County,36185,36440,36544,36825
Minnesota,Carver County,107297,108859,110120,111057
Minnesota,Cass County,30168,30682,31308,31446
Minnesota,Chippewa County,12608,12372,12269,12172
Minnesota,Chisago County,56716,57549,57898,58535
Minnesota,Clay County,65344,65651,65860,66258
Minnesota,Clearwater County,8578,8582,8638,8644
Minnesota,Cook County,5597,5629,5721,5639
Minnesota,Cottonwood County,11516,11594,11382,11319
Minnesota,Crow Wing County,66277,67342,67884,68304
Minnesota,Dakota County,440423,442730,443272,447440
Minnesota,Dodge County,20889,20952,20992,21088
Minnesota,Douglas County,39087,39298,39684,39953
Minnesota,Faribault County,13898,13906,13930,13873
Minnesota,Fillmore County,21243,21331,21454,21522
Minnesota,Freeborn County,30896,30803,30683,30515
Minnesota,Goodhue County,47578,48042,48041,48035
Minnesota,Grant County,6093,6149,6121,6139
Minnesota,Hennepin County,1281649,1270055,1257066,1258713
Minnesota,Houston County,18849,18819,18727,18582
Minnesota,Hubbard County,21397,21749,21963,22132
Minnesota,Isanti County,41396,41962,42711,43182
Minnesota,Itasca County,45034,45099,45194,45365
Minnesota,Jackson County,9995,10005,9898,9919
Minnesota,Kanabec County,16053,16170,16449,16602
Minnesota,Kandiyohi County,43722,43809,43771,43813
Minnesota,Kittson County,4208,4178,4086,4060
Minnesota,Koochiching County,12031,11943,11848,11751
Minnesota,Lac qui Parle County,6699,6700,6656,6630
Minnesota,Lake County,10912,11004,10912,10855
Minnesota,Lake of the Woods County,3765,3826,3886,3778
Minnesota,Le Sueur County,28637,28900,29124,29255
Minnesota,Lincoln County,5625,5576,5576,5521
Minnesota,Lyon County,25423,25492,25433,25427
Minnesota,McLeod County,36755,36815,36734,36785
Minnesota,Mahnomen County,5380,5403,5339,5280
Minnesota,Marshall County,9027,8997,8889,8810
Minnesota,Martin County,19987,19923,19656,19657
Minnesota,Meeker County,23437,23403,23526,23490
Minnesota,Mille Lacs County,26468,26913,27295,27427
Minnesota,Morrison County,34014,34079,34237,34250
Minnesota,Mower County,40059,40219,40050,40058
Minnesota,Murray County,8166,8133,8040,8049
Minnesota,Nicollet County,34494,34348,34343,34242
Minnesota,Nobles County,22205,22070,21958,21727
Minnesota,Norman County,6436,6441,6371,6329
Minnesota,Olmsted County,163037,163742,164036,164784
Minnesota,Otter Tail County,60099,60231,60544,60626
Minnesota,Pennington County,13943,13781,13816,13714
Minnesota,Pine County,28899,29414,29533,30197
Minnesota,Pipestone County,9417,9354,9327,9245
Minnesota,Polk County,31076,30819,30725,30412
Minnesota,Pope County,11325,11410,11420,11400
Minnesota,Ramsey County,551716,544025,537303,536075
Minnesota,Red Lake County,3938,3945,3881,3911
Minnesota,Redwood County,15418,15388,15358,15288
Minnesota,Renville County,14694,14605,14473,14348
Minnesota,Rice County,67102,67341,67523,67948
Minnesota,Rock County,9676,9685,9554,9551
Minnesota,Roseau County,15303,15274,15334,15252
Minnesota,St. Louis County,200083,199521,199558,200514
Minnesota,Scott County,151347,153611,154423,155814
Minnesota,Sherburne County,97593,99211,100540,102206
Minnesota,Sibley County,14793,14923,14928,15084
Minnesota,Stearns County,158480,159204,160242,160977
Minnesota,Steele County,37384,37427,37429,37421
Minnesota,Stevens County,9666,9689,9615,9728
Minnesota,Swift County,9800,9782,9771,9719
Minnesota,Todd County,25294,25288,25533,25667
Minnesota,Traverse County,3354,3272,3242,3136
Minnesota,Wabasha County,21407,21515,21652,21683
Minnesota,Wadena County,14117,14141,14236,14241
Minnesota,Waseca County,18963,19002,18914,18981
Minnesota,Washington County,268389,272865,276169,278936
Minnesota,Watonwan County,11245,11164,11106,11077
Minnesota,Wilkin County,6479,6411,6358,6306
Minnesota,Winona County,49647,49788,49469,49721
Minnesota,Wright County,141883,145204,148118,151150
Minnesota,Yellow Medicine County,9495,9439,9484,9467
Mississippi,Adams County,29423,28846,28517,28746
Mississippi,Alcorn County,34733,34398,34147,34135
Mississippi,Amite County,12700,12622,12559,12442
Mississippi,Attala County,17818,17715,17530,17359
Mississippi,Benton County,7664,7638,7556,7438
Mississippi,Bolivar County,30835,30201,29461,28968
Mississippi,Calhoun County,13219,12961,12846,12685
Mississippi,Carroll County,9934,9822,9736,9535
Mississippi,Chickasaw County,17086,17007,16863,16866
Mississippi,Choctaw County,8211,8137,8095,8088
Mississippi,Claiborne County,9097,8886,8775,8617
Mississippi,Clarke County,15545,15415,15203,15228
Mississippi,Clay County,18622,18481,18311,18206
Mississippi,Coahoma County,21224,20721,20235,20077
Mississippi,Copiah County,28270,27922,27712,27664
Mississippi,Covington County,18295,18273,18142,18059
Mississippi,DeSoto County,186122,189004,191144,193247
Mississippi,Forrest County,78189,77869,77976,78208
Mississippi,Franklin County,7665,7687,7611,7610
Mississippi,George County,24364,24788,25199,25619
Mississippi,Greene County,13538,13648,13566,13601
Mississippi,Grenada County,21577,21330,21134,21065
Mississippi,Hancock County,46123,46005,46007,46159
Mississippi,Harrison County,208809,209485,210443,210612
Mississippi,Hinds County,226765,222464,217555,214870
Mississippi,Holmes County,16882,16508,16111,15777
Mississippi,Humphreys County,7740,7566,7354,7216
Mississippi,Issaquena County,1328,1294,1262,1256
Mississippi,Itawamba County,23865,23885,23971,24093
Mississippi,Jackson County,143373,144459,144963,146389
Mississippi,Jasper County,16350,16232,16077,16013
Mississippi,Jefferson County,7245,7136,7067,6941
Mississippi,Jefferson Davis County,11269,11163,11079,10969
Mississippi,Jones County,67163,66813,66440,66250
Mississippi,Kemper County,8960,8801,8670,8584
Mississippi,Lafayette County,55913,56902,57730,58467
Mississippi,Lamar County,64389,65409,65746,66217
Mississippi,Lauderdale County,72675,71937,71142,70527
Mississippi,Lawrence County,11979,11781,11761,11741
Mississippi,Leake County,21246,21260,21203,21258
Mississippi,Lee County,83323,83008,82824,82799
Mississippi,Leflore County,28188,27425,26664,26378
Mississippi,Lincoln County,34828,34939,34764,34702
Mississippi,Lowndes County,58777,58160,57671,57283
Mississippi,Madison County,109266,109991,111271,112511
Mississippi,Marion County,24375,24304,24166,24224
Mississippi,Marshall County,33781,33755,33905,34123
Mississippi,Monroe County,34139,33922,33568,33609
Mississippi,Montgomery County,9794,9699,9563,9600
Mississippi,Neshoba County,28991,28908,28804,28789
Mississippi,Newton County,21256,21120,21023,21019
Mississippi,Noxubee County,10229,10116,10000,9914
Mississippi,Oktibbeha County,51709,51812,51384,51203
Mississippi,Panola County,33169,32908,32592,32669
Mississippi,Pearl River County,56211,56480,57183,57978
Mississippi,Perry County,11454,11500,11398,11315
Mississippi,Pike County,40192,40010,39687,39394
Mississippi,Pontotoc County,31192,31325,31367,31535
Mississippi,Prentiss County,24971,24962,24891,25135
Mississippi,Quitman County,6159,5900,5674,5546
Mississippi,Rankin County,157162,158123,158978,160417
Mississippi,Scott County,27974,27603,27560,27507
Mississippi,Sharkey County,3772,3626,3462,3336
Mississippi,Simpson County,25901,25702,25623,25715
Mississippi,Smith County,14193,14191,14082,14099
Mississippi,Stone County,18335,18578,18641,18756
Mississippi,Sunflower County,25856,25329,24837,24468
Mississippi,Tallahatchie County,12648,12305,12067,11837
Mississippi,Tate County,28121,28103,28259,28261
Mississippi,Tippah County,21742,21625,21438,21287
Mississippi,Tishomingo County,18846,18734,18621,18507
Mississippi,Tunica County,9733,9642,9407,9234
Mississippi,Union County,27822,28033,28132,28284
Mississippi,Walthall County,13871,13830,13824,13863
Mississippi,Warren County,44544,43430,42635,42298
Mississippi,Washington County,44640,43626,42524,41946
Mississippi,Wayne County,19808,19669,19583,19703
Mississippi,Webster County,9902,9970,9944,9988
Mississippi,Wilkinson County,8526,8305,8203,8058
Mississippi,Winston County,17690,17580,17504,17416
Mississippi,Yalobusha County,12438,12439,12413,12386
Mississippi,Yazoo County,26676,26424,25893,25796
Missouri,Adair County,25268,25188,25151,25122
Missouri,Andrew County,18103,18015,18016,18127
Missouri,Atchison County,5306,5210,5161,5107
Missouri,Audrain County,24786,24861,24482,24394
Missouri,Barry County,34544,34762,34944,35265
Missouri,Barton County,11623,11665,11695,11731
Missouri,Bates County,16053,16095,16170,16242
Missouri,Benton County,19422,19934,20233,20552
Missouri,Bollinger County,10562,10586,10531,10544
Missouri,Boone County,184047,186115,187721,189463
Missouri,Buchanan County,84467,83623,82891,82956
Missouri,Butler County,42070,42170,42166,41948
Missouri,Caldwell County,8822,8904,8939,8955
Missouri,Callaway County,44340,44640,44723,44731
Missouri,Camden County,42806,43507,43760,44044
Missouri,Cape Girardeau County,81821,82132,82931,82984
Missouri,Carroll County,8466,8398,8420,8391
Missouri,Carter County,5202,5321,5254,5303
Missouri,Cass County,108161,109780,110357,111732
Missouri,Cedar County,14212,14515,14601,14672
Missouri,Chariton County,7386,7361,7395,7399
Missouri,Christian County,89285,91616,93122,94422
Missouri,Clark County,6660,6735,6715,6641
Missouri,Clay County,254137,255871,256930,259772
Missouri,Clinton County,21209,21213,21303,21548
Missouri,Cole County,76621,76603,76956,77278
Missouri,Cooper County,16646,16676,16763,16947
Missouri,Crawford County,23035,22820,22659,22719
Missouri,Dade County,7584,7596,7665,7716
Missouri,Dallas County,17128,17336,17587,17768
Missouri,Daviess County,8430,8400,8457,8551
Missouri,DeKalb County,11599,11690,11310,9899
Missouri,Dent County,14387,14454,14488,14647
Missouri,Douglas County,11606,11749,11981,12228
Missouri,Dunklin County,28217,27743,27411,27032
Missouri,Franklin County,104864,105307,105793,106404
Missouri,Gasconade County,14763,14780,14772,14705
Missouri,Gentry County,6132,6184,6274,6287
Missouri,Greene County,299328,301098,303197,304611
Missouri,Grundy County,9754,9757,9844,9815
Missouri,Harrison County,8163,8184,8217,8220
Missouri,Henry County,21976,22208,22421,22485
Missouri,Hickory County,8299,8572,8575,8718
Missouri,Holt County,4189,4232,4254,4248
Missouri,Howard County,10157,10145,10179,10101
Missouri,Howell County,39799,40016,40623,40735
Missouri,Iron County,9511,9429,9413,9440
Missouri,Jackson County,717615,717875,716218,718560
Missouri,Jasper County,122907,123324,124016,125056
Missouri,Jefferson County,226937,227993,229220,231230
Missouri,Johnson County,54031,54194,54449,54962
Missouri,Knox County,3739,3785,3777,3723
Missouri,Laclede County,36043,36156,36345,36680
Missouri,Lafayette County,33055,32834,32967,33196
Missouri,Lawrence County,38000,38268,38689,38872
Missouri,Lewis County,10037,9994,9886,9818
Missouri,Lincoln County,59854,61640,63182,64699
Missouri,Linn County,11858,11842,11826,11791
Missouri,Livingston County,13985,14191,14335,14557
Missouri,McDonald County,23280,23429,23593,23903
Missouri,Macon County,15196,15178,15076,15161
Missouri,Madison County,12626,12664,12757,12698
Missouri,Maries County,8451,8417,8432,8430
Missouri,Marion County,28486,28556,28489,28336
Missouri,Mercer County,3513,3481,3466,3469
Missouri,Miller County,24775,24941,25403,25590
Missouri,Mississippi County,12125,12105,11665,11822
Missouri,Moniteau County,15212,15310,15260,15256
Missouri,Monroe County,8687,8701,8635,8698
Missouri,Montgomery County,11281,11433,11479,11459
Missouri,Morgan County,20995,21430,21786,21970
Missouri,New Madrid County,16325,16035,15710,15424
Missouri,Newton County,58692,59440,60096,60677
Missouri,Nodaway County,20997,20983,20715,20695
Missouri,Oregon County,8608,8625,8703,8720
Missouri,Osage County,13259,13398,13398,13468
Missouri,Ozark County,8517,8785,8954,8970
Missouri,Pemiscot County,15588,15241,14865,14613
Missouri,Perry County,18970,18972,18878,18950
Missouri,Pettis County,43006,43213,43397,43530
Missouri,Phelps County,44559,44899,45273,45284
Missouri,Pike County,17400,17596,17644,17935
Missouri,Platte County,107193,108744,110570,111940
Missouri,Polk County,31617,32042,32659,32780
Missouri,Pulaski County,54010,53815,53810,53812
Missouri,Putnam County,4689,4695,4662,4638
Missouri,Ralls County,10358,10368,10410,10489
Missouri,Randolph County,24448,24563,24626,24109
Missouri,Ray County,23133,23089,23121,23182
Missouri,Reynolds County,6081,6084,5996,5950
Missouri,Ripley County,10669,10645,10714,10806
Missouri,St. Charles County,406417,410465,413798,416659
Missouri,St. Clair County,9347,9413,9595,9752
Missouri,Ste. Genevieve County,18476,18569,18613,18642
Missouri,St. Francois County,66443,67010,66906,67058
Missouri,St. Louis County,1003130,998439,990791,987059
Missouri,Saline County,23331,23253,23003,23049
Missouri,Schuyler County,4006,4015,4000,4053
Missouri,Scotland County,4707,4674,4647,4676
Missouri,Scott County,38020,37886,37868,37889
Missouri,Shannon County,7028,7090,7216,7238
Missouri,Shelby County,6087,5965,5996,5931
Missouri,Stoddard County,28651,28519,28390,28397
Missouri,Stone County,31212,31592,32134,32658
Missouri,Sullivan County,5985,5898,5816,5797
Missouri,Taney County,56062,56304,56749,56775
Missouri,Texas County,24324,24868,25304,25619
Missouri,Vernon County,19670,19588,19599,19710
Missouri,Warren County,35732,36551,37290,37806
Missouri,Washington County,23424,23392,23392,23534
Missouri,Wayne County,10936,10922,10817,10811
Missouri,Webster County,39013,39601,40366,41472
Missouri,Worth County,1963,1967,1940,1907
Missouri,Wright County,18213,18621,19143,19403
Missouri,St. Louis city,300496,293622,286193,281754
Montana,Beaverhead County,9382,9553,9747,9885
Montana,Big Horn County,13080,12893,12826,12751
Montana,Blaine County,7007,7003,6972,6899
Montana,Broadwater County,6860,7323,7771,8032
Montana,Carbon County,10505,10889,11236,11419
Montana,Carter County,1404,1413,1403,1418
Montana,Cascade County,84407,84551,85001,84900
Montana,Chouteau County,5899,5921,5908,5847
Montana,Custer County,11866,11961,12000,11985
Montana,Daniels County,1654,1671,1645,1633
Montana,Dawson County,8924,8858,8807,8810
Montana,Deer Lodge County,9420,9518,9544,9673
Montana,Fallon County,3029,3011,3050,2994
Montana,Fergus County,11475,11622,11672,11772
Montana,Flathead County,104876,108769,111885,113679
Montana,Gallatin County,119597,123098,124938,126409
Montana,Garfield County,1172,1208,1218,1211
Montana,Glacier County,13745,13724,13650,13609
Montana,Golden Valley County,821,815,826,835
Montana,Granite County,3312,3360,3497,3595
Montana,Hill County,16271,16220,16118,16276
Montana,Jefferson County,12142,12468,12831,13048
Montana,Judith Basin County,2020,2038,2079,2093
Montana,Lake County,31258,32090,32853,33338
Montana,Lewis and Clark County,71177,72507,73784,75011
Montana,Liberty County,1954,1933,1974,1974
Montana,Lincoln County,19734,20582,21510,21895
Montana,McCone County,1728,1709,1711,1676
Montana,Madison County,8661,8953,9252,9521
Montana,Meagher County,1920,1958,2026,2071
Montana,Mineral County,4568,4859,5020,5090
Montana,Missoula County,118347,119841,121011,121849
Montana,Musselshell County,4750,4908,5169,5308
Montana,Park County,17223,17515,17753,17903
Montana,Petroleum County,499,518,521,554
Montana,Phillips County,4213,4210,4228,4249
Montana,Pondera County,5878,6018,6092,6125
Montana,Powder River County,1696,1710,1732,1743
Montana,Powell County,6942,7025,7078,7133
Montana,Prairie County,1091,1097,1108,1112
Montana,Ravalli County,44411,46084,47177,47738
Montana,Richland County,11534,11329,11230,11173
Montana,Roosevelt County,10801,10788,10537,10319
Montana,Rosebud County,8309,8086,8152,8160
Montana,Sanders County,12458,12944,13384,13684
Montana,Sheridan County,3540,3576,3555,3498
Montana,Silver Bow County,35210,35502,35947,36360
Montana,Stillwater County,9003,9024,9169,9173
Montana,Sweet Grass County,3670,3702,3727,3763
Montana,Teton County,6252,6275,6346,6430
Montana,Toole County,4972,4992,5077,5133
Montana,Treasure County,759,768,754,772
Montana,Valley County,7556,7560,7542,7474
Montana,Wheatland County,2076,2042,2038,2057
Montana,Wibaux County,935,936,927,910
Montana,Yellowstone County,165218,167438,169870,170843
Nebraska,Adams County,31178,30967,30947,30899
Nebraska,Antelope County,6279,6295,6305,6302
Nebraska,Arthur County,429,432,425,412
Nebraska,Banner County,679,690,657,674
Nebraska,Blaine County,427,462,452,436
Nebraska,Boone County,5357,5382,5366,5310
Nebraska,Box Butte County,10828,10663,10683,10692
Nebraska,Boyd County,1801,1780,1730,1725
Nebraska,Brown County,2896,2913,2883,2853
Nebraska,Buffalo County,50193,50300,50532,50697
Nebraska,Burt County,6719,6709,6770,6727
Nebraska,Butler County,8360,8454,8443,8459
Nebraska,Cass County,26611,27080,27152,27446
Nebraska,Cedar County,8375,8332,8366,8262
Nebraska,Chase County,3888,3824,3754,3724
Nebraska,Cherry County,5452,5447,5485,5492
Nebraska,Cheyenne County,9483,9498,9526,9541
Nebraska,Clay County,6100,6039,6049,6116
Nebraska,Colfax County,10557,10477,10453,10566
Nebraska,Cuming County,9009,8990,8953,8918
Nebraska,Custer County,10483,10486,10504,10581
Nebraska,Dakota County,21554,21282,21116,21268
Nebraska,Dawes County,8156,8149,8252,8133
Nebraska,Dawson County,24085,23934,23905,24085
Nebraska,Deuel County,1831,1847,1901,1871
Nebraska,Dixon County,5595,5570,5516,5491
Nebraska,Dodge County,37116,37128,37045,37187
Nebraska,Douglas County,585431,585452,586106,589540
Nebraska,Dundy County,1654,1633,1595,1561
Nebraska,Fillmore County,5574,5559,5541,5548
Nebraska,Franklin County,2889,2878,2850,2825
Nebraska,Frontier County,2501,2544,2611,2585
Nebraska,Furnas County,4626,4607,4570,4556
Nebraska,Gage County,21656,21633,21564,21634
Nebraska,Garden County,1886,1838,1835,1794
Nebraska,Garfield County,1807,1833,1787,1763
Nebraska,Gosper County,1896,1829,1835,1847
Nebraska,Grant County,613,577,584,565
Nebraska,Greeley County,2179,2181,2235,2219
Nebraska,Hall County,62764,62075,62096,62197
Nebraska,Hamilton County,9400,9384,9439,9537
Nebraska,Harlan County,3057,3097,3032,3045
Nebraska,Hayes County,856,850,864,846
Nebraska,Hitchcock County,2618,2599,2614,2552
Nebraska,Holt County,10096,10052,10013,10093
Nebraska,Hooker County,705,732,682,679
Nebraska,Howard County,6483,6521,6509,6527
Nebraska,Jefferson County,7259,7159,7140,7054
Nebraska,Johnson County,5294,5314,5245,5198
Nebraska,Kearney County,6688,6683,6706,6770
Nebraska,Keith County,8322,8253,8179,8113
Nebraska,Keya Paha County,760,796,805,805
Nebraska,Kimball County,3412,3411,3336,3289
Nebraska,Knox County,8384,8406,8307,8298
Nebraska,Lancaster County,323165,323404,324434,326716
Nebraska,Lincoln County,34532,34074,33614,33365
Nebraska,Logan County,715,685,685,655
Nebraska,Loup County,609,604,601,592
Nebraska,McPherson County,397,381,379,383
Nebraska,Madison County,35530,35395,35414,35627
Nebraska,Merrick County,7661,7667,7715,7755
Nebraska,Morrill County,4560,4569,4522,4504
Nebraska,Nance County,3390,3375,3317,3274
Nebraska,Nemaha County,7082,7004,7036,7076
Nebraska,Nuckolls County,4093,4071,4069,4095
Nebraska,Otoe County,15901,16017,16186,16335
Nebraska,Pawnee County,2536,2538,2531,2512
Nebraska,Perkins County,2858,2819,2827,2795
Nebraska,Phelps County,8979,8923,8988,9057
Nebraska,Pierce County,7345,7319,7317,7299
Nebraska,Platte County,34287,34295,34355,34609
Nebraska,Polk County,5218,5191,5240,5228
Nebraska,Red Willow County,10682,10620,10528,10457
Nebraska,Richardson County,7862,7786,7730,7689
Nebraska,Rock County,1265,1275,1241,1271
Nebraska,Saline County,14720,14525,14548,14555
Nebraska,Sarpy County,191167,193826,196427,199886
Nebraska,Saunders County,22374,22832,23177,23463
Nebraska,Scotts Bluff County,36051,35904,35769,35699
Nebraska,Seward County,17618,17556,17625,17671
Nebraska,Sheridan County,5096,5083,5006,4928
Nebraska,Sherman County,2956,2966,3006,2983
Nebraska,Sioux County,1140,1146,1127,1154
Nebraska,Stanton County,5829,5837,5765,5856
Nebraska,Thayer County,5020,4888,4854,4829
Nebraska,Thomas County,671,676,665,677
Nebraska,Thurston County,6764,6633,6555,6557
Nebraska,Valley County,4057,4062,4058,4012
Nebraska,Washington County,20927,20991,21167,21152
Nebraska,Wayne County,9696,9864,9899,9874
Nebraska,Webster County,3392,3402,3339,3351
Nebraska,Wheeler County,775,785,782,775
Nebraska,York County,14102,14239,14312,14356
Nevada,Churchill County,25572,25664,25798,25803
Nevada,Clark County,2274887,2295310,2322535,2336573
Nevada,Douglas County,49525,49999,49662,49545
Nevada,Elko County,53664,53852,53979,54293
Nevada,Esmeralda County,734,735,747,736
Nevada,Eureka County,1852,1908,1863,1917
Nevada,Humboldt County,17271,17632,17296,17136
Nevada,Lander County,5728,5761,5761,5769
Nevada,Lincoln County,4445,4392,4440,4452
Nevada,Lyon County,59465,60961,61628,62583
Nevada,Mineral County,4554,4617,4537,4528
Nevada,Nye County,51963,53324,54769,55720
Nevada,Pershing County,6617,6427,6450,6364
Nevada,Storey County,4108,4142,4165,4177
Nevada,Washoe County,487710,494300,496980,498022
Nevada,White Pine County,9059,8844,8746,8522
Nevada,Carson City,58686,58764,58065,58036
New Hampshire,Belknap County,63776,64599,64705,65027
New Hampshire,Carroll County,50246,51741,52154,52448
New Hampshire,Cheshire County,76547,76846,77463,77703
New Hampshire,Coos County,31227,31379,31476,31372
New Hampshire,Grafton County,91198,90495,93131,93146
New Hampshire,Hillsborough County,422913,424413,427493,427354
New Hampshire,Merrimack County,154038,154622,156459,157103
New Hampshire,Rockingham County,314621,318260,319633,320689
New Hampshire,Strafford County,131068,131534,132571,133243
