STNAME,CTYNAME,POPESTIMATE2020,POPESTIMATE2021,POPESTIMATE2022,POPESTIMATE2023
Washington,Grant County,99441,100427,101580,102678
Washington,Grays Harbor County,75855,76838,77041,77290
Washington,Island County,86998,87566,86682,86267
Washington,Jefferson County,33061,33553,33570,33714
Washington,King County,2274282,2252980,2265311,2271380
Washington,Kitsap County,275823,276589,277813,277658
Washington,Kittitas County,44599,44645,45122,45508
Washington,Klickitat County,22814,23167,23303,23589
Washington,Lewis County,82553,84569,85357,86154
Washington,Lincoln County,10928,11284,11613,11738
Washington,Mason County,66034,67246,68171,68389
Washington,Okanogan County,42139,42772,43460,43712
Washington,Pacific County,23495,23993,24095,24200
Washington,Pend Oreille County,13502,13891,14138,14361
Washington,Pierce County,923589,927402,926479,928696
Washington,San Juan County,17826,18618,18672,18566
Washington,Skagit County,129902,131005,131322,131417
Washington,Skamania County,12041,12209,12455,12640
Washington,Snohomish County,829933,836097,840452,844761
Washington,Spokane County,541175,545510,549740,551455
Washington,Stevens County,46591,47619,48283,48837
Washington,Thurston County,295998,298196,298639,299003
Washington,Wahkiakum County,4448,4586,4688,4765
Washington,Walla Walla County,62623,62211,61853,61568
Washington,Whatcom County,227449,226701,230598,231919
Washington,Whitman County,47807,43224,47579,48012
Washington,Yakima County,256733,256719,257019,256643
West Virginia,Barbour County,15467,15449,15391,15378
West Virginia,Berkeley County,122699,126180,129379,132440
West Virginia,Boone County,21744,21353,20907,20576
West Virginia,Braxton County,12398,12296,12170,12162
West Virginia,Brooke County,22476,22068,21694,21373
West Virginia,Cabell County,94240,93408,92485,92082
West Virginia,Calhoun County,6199,6173,6069,5959
West Virginia,Clay County,8005,7905,7840,7783
West Virginia,Doddridge County,7786,7738,7712,7680
West Virginia,Fayette County,40428,40036,39388,39072
West Virginia,Gilmer County,7396,7392,7330,7254
West Virginia,Grant County,10990,10992,10938,10921
West Virginia,Greenbrier County,32892,32687,32375,32149
West Virginia,Hampshire County,23101,23360,23457,23649
West Virginia,Hancock County,29038,28595,28254,28145
West Virginia,Hardy County,14239,14143,14168,14251
West Virginia,Harrison County,65838,65402,64752,64639
West Virginia,Jackson County,27723,27781,27667,27593
West Virginia,Jefferson County,57785,58541,59001,59787
West Virginia,Kanawha County,180233,178073,175864,174805
West Virginia,Lewis County,17020,16874,16674,16500
West Virginia,Lincoln County,20363,20188,19851,19701
West Virginia,Logan County,32514,31846,31206,30827
West Virginia,McDowell County,18935,18406,17806,17439
West Virginia,Marion County,56240,56053,55784,55807
West Virginia,Marshall County,30494,30164,29667,29405
West Virginia,Mason County,25403,25266,24911,24765
West Virginia,Mercer County,59519,59156,58612,58057
West Virginia,Mineral County,26889,26897,26902,26867
West Virginia,Mingo County,23488,23052,22445,22023
West Virginia,Monongalia County,105912,106521,106978,107718
West Virginia,Monroe County,12384,12388,12322,12382
West Virginia,Morgan County,17087,17300,17435,17649
West Virginia,Nicholas County,24558,24429,24309,24169
West Virginia,Ohio County,42341,41846,41463,41194
West Virginia,Pendleton County,6132,6093,6067,6029
West Virginia,Pleasants County,7650,7604,7570,7428
West Virginia,Pocahontas County,7860,7882,7797,7765
West Virginia,Preston County,34188,34304,34222,34099
West Virginia,Putnam County,57444,57359,57063,56962
West Virginia,Raleigh County,74394,73779,72801,72356
West Virginia,Randolph County,27892,27898,27552,27350
West Virginia,Ritchie County,8423,8410,8230,8167
West Virginia,Roane County,13987,13932,13833,13743
West Virginia,Summers County,11939,11865,11702,11581
West Virginia,Taylor County,16691,16528,16410,16388
West Virginia,Tucker County,6747,6693,6620,6604
West Virginia,Tyler County,8291,8205,8090,7919
West Virginia,Upshur County,23814,23803,23705,23529
West Virginia,Wayne County,38873,38564,37980,37686
West Virginia,Webster County,8356,8271,8141,8045
West Virginia,Wetzel County,14405,14202,13994,13890
West Virginia,Wirt County,5188,5066,5092,5000
West Virginia,Wood County,84142,83804,83388,83052
West Virginia,Wyoming County,21322,21029,20572,20277
Wisconsin,Adams County,20677,20837,21252,21449
Wisconsin,Ashland County,16022,16048,16040,16079
Wisconsin,Barron County,46737,46709,46715,46833
Wisconsin,Bayfield County,16237,16322,16659,16769
Wisconsin,Brown County,268951,268899,270068,271417
Wisconsin,Buffalo County,13309,13325,13390,13419
Wisconsin,Burnett County,16577,16755,16988,17092
Wisconsin,Calumet County,52485,52583,52712,53199
Wisconsin,Chippewa County,66341,66590,66753,66970
Wisconsin,Clark County,34672,34762,34732,34774
Wisconsin,Columbia County,58533,58445,58228,58091
Wisconsin,Crawford County,16085,16097,16015,15944
Wisconsin,Dane County,562615,561542,567758,575347
Wisconsin,Dodge County,89353,88689,88374,88231
Wisconsin,Door County,30117,30425,30551,30562
Wisconsin,Douglas County,44351,44055,44226,44264
Wisconsin,Dunn County,45440,44518,45622,45794
Wisconsin,Eau Claire County,105897,106017,106786,107903
Wisconsin,Florence County,4565,4593,4706,4682
Wisconsin,Fond du Lac County,104169,104116,103812,103948
Wisconsin,Forest County,9169,9257,9332,9325
Wisconsin,Grant County,51985,51296,51315,51409
Wisconsin,Green County,37035,37066,36885,36951
Wisconsin,Green Lake County,19017,19249,19208,19344
Wisconsin,Iowa County,23719,23807,23958,23956
Wisconsin,Iron County,6139,6172,6199,6228
Wisconsin,Jackson County,21096,20915,20893,20855
Wisconsin,Jefferson County,86208,85782,85725,85743
Wisconsin,Juneau County,26775,26763,26775,26594
Wisconsin,Kenosha County,169195,168414,167637,167488
Wisconsin,Kewaunee County,20563,20589,20653,20690
Wisconsin,La Crosse County,120921,119331,120252,120486
Wisconsin,Lafayette County,16618,16830,16906,16945
Wisconsin,Langlade County,19463,19479,19502,19404
Wisconsin,Lincoln County,28426,28457,28355,28405
Wisconsin,Manitowoc County,81387,81506,81198,81331
Wisconsin,Marathon County,138078,137755,137955,138612
Wisconsin,Marinette County,41889,41858,41966,42106
Wisconsin,Marquette County,15590,15784,15777,15838
Wisconsin,Menominee County,4257,4297,4206,4226
Wisconsin,Milwaukee County,938550,924276,918078,916205
Wisconsin,Monroe County,46300,46083,45894,46151
Wisconsin,Oconto County,39077,39421,39696,39775
Wisconsin,Oneida County,37869,38249,38193,38226
Wisconsin,Outagamie County,190966,191320,192269,193234
Wisconsin,Ozaukee County,91629,92600,93021,93460
Wisconsin,Pepin County,7341,7374,7378,7441
Wisconsin,Pierce County,42229,41606,42552,43026
Wisconsin,Polk County,45039,45466,45546,45762
Wisconsin,Portage County,70405,69433,70634,71024
Wisconsin,Price County,14025,14048,14159,14102
Wisconsin,Racine County,197568,196505,195961,196613
Wisconsin,Richland County,17283,17199,17128,17197
Wisconsin,Rock County,163758,164115,163841,164278
Wisconsin,Rusk County,14175,14085,14099,14143
Wisconsin,St. Croix County,93872,94998,95967,96763
Wisconsin,Sauk County,65784,65702,65770,65920
Wisconsin,Sawyer County,18118,18226,18521,18552
Wisconsin,Shawano County,40855,40829,40987,41109
Wisconsin,Sheboygan County,118053,117687,117661,117752
Wisconsin,Taylor County,19932,19938,19941,20058
Wisconsin,Trempealeau County,30818,30723,30891,30899
Wisconsin,Vernon County,30696,30917,31063,31170
Wisconsin,Vilas County,23097,23508,23742,23885
Wisconsin,Walworth County,105323,105296,105664,105822
Wisconsin,Washburn County,16616,16748,16871,16930
Wisconsin,Washington County,136801,137253,137756,138168
Wisconsin,Waukesha County,407496,409108,410273,412591
Wisconsin,Waupaca County,51798,51986,51510,51388
Wisconsin,Waushara County,24550,24760,24927,24934
Wisconsin,Winnebago County,171815,170580,170688,171735
Wisconsin,Wood County,74199,74005,73778,73939
Wyoming,Albany County,37112,37854,38178,38257
Wyoming,Big Horn County,11484,11643,11879,12018
Wyoming,Campbell County,47147,46543,47059,47498
Wyoming,Carbon County,14509,14714,14538,14334
Wyoming,Converse County,13746,13662,13765,13809
Wyoming,Crook County,7178,7308,7419,7592
Wyoming,Fremont County,39202,39416,39566,39815
Wyoming,Goshen County,12515,12568,12636,12642
Wyoming,Hot Springs County,4621,4595,4623,4661
Wyoming,Johnson County,8467,8624,8719,8759
Wyoming,Laramie County,100730,100827,100781,100984
Wyoming,Lincoln County,19658,20173,20671,20880
Wyoming,Natrona County,80299,79635,79523,79941
Wyoming,Niobrara County,2454,2416,2348,2354
Wyoming,Park County,29669,30141,30505,30735
Wyoming,Platte County,8631,8677,8652,8546
Wyoming,Sheridan County,31000,31653,32035,32519
Wyoming,Sublette County,8736,8722,8752,8969
Wyoming,Sweetwater County,42197,41626,41374,41249
Wyoming,Teton County,23379,23605,23297,23232
Wyoming,Uinta County,20457,20681,20727,20745
Wyoming,Washakie County,7657,7719,7724,7710
Wyoming,Weston County,6816,6746,6858,6808
